host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,property_type,room_type,capacity,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
within an hour,100.00%,90.00%,t,t,Private room in rental unit,Private room,2,290,6,1125,4.76,4.71,4.53,4.82,4.82,4.35,4.76,f,0.32
within an hour,100.00%,98.00%,t,t,Entire serviced apartment,Entire home/apt,4,1343,2,364,5,5,5,5,5,4.97,5,f,2.09
within an hour,100.00%,100.00%,t,t,Private room in home,Private room,2,300,1,15,4.82,4.86,4.91,4.82,4.91,4.91,4.86,t,0.38
within an hour,100.00%,100.00%,f,t,Entire condo,Entire home/apt,2,1416,2,1125,4.38,4.5,4.38,4.5,4.5,5,4.75,f,0.16
within an hour,100.00%,100.00%,t,t,Private room in home,Private room,2,720,2,180,4.98,5,4.98,4.98,5,5,4.98,f,0.79
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,2,1141,1,1125,4.76,4.86,4.8,4.88,4.9,4.98,4.84,t,3.11
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,1270,3,100,4.78,4.79,4.79,4.87,4.93,4.85,4.82,f,1.17
within an hour,90.00%,83.00%,t,t,Entire rental unit,Entire home/apt,3,560,2,1125,4.87,4.95,4.92,4.95,4.97,4.89,4.92,f,0.69
a few days or more,0.00%,N/A,f,t,Private room in home,Private room,2,578,1,1125,5,5,5,5,5,4,5,f,0.02
within a few hours,100.00%,67.00%,f,t,Entire chalet,Entire home/apt,5,1100,1,1125,5,5,5,5,5,5,4,f,1
within an hour,95.00%,99.00%,t,t,Entire rental unit,Entire home/apt,5,3041,2,60,4.93,4.97,4.96,4.99,4.99,4.96,4.94,f,2.93
within a day,100.00%,90.00%,f,t,Entire condo,Entire home/apt,7,9077,3,90,4.82,4.87,4.91,4.92,4.75,4.91,4.83,f,1.78
within an hour,100.00%,100.00%,f,t,Room in aparthotel,Private room,2,2349,1,1125,5,5,5,5,5,5,5,t,0.86
within an hour,99.00%,99.00%,f,t,Entire rental unit,Entire home/apt,2,545,1,1125,4.57,4.72,4.64,4.77,4.76,4.9,4.57,f,4.2
within an hour,100.00%,100.00%,f,t,Entire guest suite,Entire home/apt,2,650,2,180,4.76,4.82,4.82,4.94,4.88,4.94,4.94,t,0.36
within a day,100.00%,100.00%,f,t,Private room in loft,Private room,1,650,2,29,5,5,5,5,4.86,5,5,f,0.27
within an hour,100.00%,100.00%,f,t,Room in aparthotel,Private room,2,2332,1,1125,,,,,,,,t,
N/A,N/A,N/A,f,f,Private room in cabin,Private room,1,1409,1,1125,,,,,,,,t,
N/A,N/A,100.00%,t,t,Entire guest suite,Entire home/apt,2,635,1,1124,4.86,4.96,4.87,4.95,4.92,4.97,4.88,t,1.97
within an hour,100.00%,89.00%,t,t,Entire rental unit,Entire home/apt,4,1800,2,150,4.94,4.96,4.96,4.94,4.95,4.98,4.96,f,2.1
within an hour,100.00%,99.00%,t,t,Entire rental unit,Entire home/apt,2,960,2,365,4.95,4.98,5,4.99,4.99,4.98,4.95,f,2.84
within an hour,100.00%,100.00%,t,t,Private room in home,Private room,2,280,2,1125,4.89,4.92,4.87,4.99,4.97,4.9,4.85,t,1.25
within an hour,90.00%,100.00%,f,t,Entire serviced apartment,Entire home/apt,2,950,2,1125,4.6,4.74,4.8,4.8,4.47,4.76,4.72,t,2.39
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,2179,2,45,4.95,4.95,4.99,4.96,4.97,4.99,4.92,f,1.73
within an hour,100.00%,100.00%,t,t,Room in hotel,Private room,2,2142,1,1125,4.6,4.53,4.73,4.73,4.6,4.73,4.73,t,0.26
within an hour,90.00%,86.00%,f,f,Entire rental unit,Entire home/apt,4,550,1,1125,4.73,4.87,4.73,4.73,4.67,5,4.6,f,0.43
within an hour,90.00%,100.00%,f,t,Private room in loft,Private room,2,554,1,365,4.66,4.78,4.8,4.8,4.67,4.86,4.68,t,2.89
N/A,N/A,N/A,f,f,Private room in rental unit,Private room,1,200,7,1125,,,,,,,,t,
within an hour,98.00%,99.00%,t,t,Entire rental unit,Entire home/apt,3,1457,1,30,4.78,4.91,4.75,4.96,4.91,4.97,4.81,t,5.25
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,950,1,1125,4.9,4.95,4.89,4.93,4.96,4.89,4.89,f,4.53
within an hour,100.00%,98.00%,t,t,Entire rental unit,Entire home/apt,8,1513,2,1125,4.86,4.91,4.95,4.95,4.96,4.89,4.88,f,2.64
within an hour,100.00%,100.00%,f,t,Entire condo,Entire home/apt,10,1990,2,16,4.66,4.72,4.63,4.85,4.92,4.99,4.71,f,2.58
within an hour,100.00%,100.00%,t,t,Private room in rental unit,Private room,2,470,1,1125,4.95,4.92,4.88,4.99,5,5,4.88,f,1.48
N/A,N/A,N/A,f,t,Entire home,Entire home/apt,6,12500,2,3,,,,,,,,f,
N/A,N/A,100.00%,f,t,Entire rental unit,Entire home/apt,3,700,2,1125,3,2.5,4.5,4.5,4,4.5,3.5,f,0.04
within a day,100.00%,33.00%,f,t,Private room in rental unit,Private room,1,337,4,364,5,5,5,5,5,5,5,f,0.02
within an hour,100.00%,80.00%,t,t,Entire rental unit,Entire home/apt,2,646,15,1125,5,5,5,5,5,5,5,f,0.16
within a few hours,100.00%,93.00%,t,t,Entire rental unit,Entire home/apt,6,2286,4,1125,4.94,4.93,4.94,4.99,4.98,4.98,4.9,f,2.05
N/A,N/A,N/A,f,t,Entire condo,Entire home/apt,2,1999,3,1125,5,4.98,4.94,5,5,5,4.98,f,0.91
N/A,N/A,N/A,f,t,Private room in rental unit,Private room,2,833,3,1125,5,4.5,5,5,5,5,5,t,0.05
within an hour,100.00%,98.00%,t,t,Private room in guest suite,Private room,2,294,2,120,4.9,4.9,4.92,4.88,4.77,4.82,4.92,f,1.29
within a few hours,100.00%,100.00%,t,t,Room in boutique hotel,Hotel room,4,1000,1,1125,4.77,4.73,4.8,4.91,4.84,4.89,4.64,f,0.8
within an hour,100.00%,100.00%,f,t,Private room in rental unit,Private room,2,476,2,60,4.62,4.73,4.67,4.85,4.92,4.86,4.68,f,4.07
a few days or more,0.00%,N/A,f,f,Shared room in dorm,Shared room,2,6529,1,15,,,,,,,,t,
within an hour,100.00%,97.00%,t,t,Private room in home,Private room,1,313,1,1125,4.73,4.91,4.61,4.91,4.96,4.98,4.67,f,2.22
N/A,N/A,93.00%,f,t,Entire rental unit,Entire home/apt,6,1743,3,1125,4.69,4.84,4.75,4.95,4.92,4.95,4.82,t,1.1
within an hour,98.00%,100.00%,f,t,Private room in rental unit,Private room,4,787,1,200,4.73,4.74,4.77,4.81,4.85,4.94,4.75,t,4.75
within an hour,93.00%,100.00%,t,t,Private room in rental unit,Private room,1,254,1,1125,4.79,4.84,4.79,4.89,4.79,4.89,4.84,t,0.33
N/A,N/A,0.00%,f,t,Private room in rental unit,Private room,1,1500,1,1125,,,,,,,,f,
within an hour,90.00%,99.00%,t,t,Entire rental unit,Entire home/apt,4,1717,2,1125,4.96,5,5,5,4.98,5,4.98,t,3.04
within an hour,98.00%,100.00%,f,t,Entire condo,Entire home/apt,2,1355,1,150,4.7,4.85,4.73,4.66,4.81,4.92,4.67,f,2.46
N/A,N/A,N/A,f,t,Entire rental unit,Entire home/apt,4,524,3,1125,4.71,4.78,4.68,4.89,4.91,4.49,4.78,f,1.92
within an hour,100.00%,94.00%,f,t,Private room in rental unit,Private room,1,295,2,120,4.85,4.91,4.76,4.88,4.85,4.79,4.82,f,0.61
within an hour,100.00%,98.00%,t,t,Private room in rental unit,Private room,2,699,3,30,4.98,4.96,4.99,4.99,4.99,4.99,4.97,f,2.89
within an hour,100.00%,100.00%,f,f,Entire rental unit,Entire home/apt,6,882,2,30,4.59,4.7,4.6,4.82,4.68,4.53,4.63,f,2.33
N/A,N/A,N/A,f,t,Private room in rental unit,Private room,2,214797,2,1125,4.94,4.92,4.9,5,4.98,5,4.94,f,0.87
within an hour,100.00%,100.00%,t,t,Entire loft,Entire home/apt,4,827,1,190,4.77,4.82,4.91,4.96,4.94,4.56,4.81,t,4.16
N/A,N/A,N/A,f,t,Private room in rental unit,Private room,1,350,7,1125,,,,,,,,f,
N/A,N/A,100.00%,f,t,Entire rental unit,Entire home/apt,2,700,2,30,4.84,4.91,4.65,4.9,4.98,4.6,4.9,t,1.68
within an hour,100.00%,99.00%,f,t,Entire rental unit,Entire home/apt,4,1152,2,180,4.84,4.89,4.87,4.92,4.92,4.9,4.86,f,1.92
within a few hours,100.00%,100.00%,t,t,Private room in home,Private room,2,1000,1,365,5,5,5,5,5,5,5,f,0.1
within a few hours,100.00%,100.00%,t,t,Private room in home,Private room,2,800,1,1125,4.94,5,4.94,4.89,5,5,4.89,f,0.32
within a few hours,90.00%,100.00%,f,t,Private room in rental unit,Private room,2,472,1,100,4.84,4.94,4.86,4.82,4.88,4.98,4.86,f,0.89
within a day,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,1593,3,36,4.89,4.9,4.84,4.95,4.97,4.77,4.84,f,1.09
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,4,2213,2,1125,4.56,4.72,4.72,4.85,4.67,4.97,4.72,t,0.69
within a few hours,100.00%,90.00%,f,t,Private room in home,Private room,2,350,5,1125,4.5,4.7,4.2,4.9,4.7,4.8,4.8,f,0.18
within an hour,100.00%,100.00%,f,t,Private room in home,Private room,2,274,1,1125,4.67,5,4.33,5,5,4.67,4.67,t,0.05
a few days or more,0.00%,0.00%,f,t,Private room in home,Private room,2,550,1,90,4.78,4.78,4.83,4.87,5,4.96,4.74,f,0.4
within an hour,100.00%,100.00%,t,t,Private room in rental unit,Private room,1,496,3,1125,4.39,4.5,4.5,4.5,4.5,4.83,4.39,f,0.34
within an hour,100.00%,99.00%,t,t,Entire loft,Entire home/apt,2,793,1,1125,4.83,4.89,4.86,4.93,4.95,4.89,4.88,f,1.76
within an hour,100.00%,100.00%,t,t,Private room in rental unit,Private room,2,330,3,1125,4.73,4.8,4.77,4.77,4.93,4.93,4.53,f,0.52
within an hour,100.00%,100.00%,f,t,Private room in home,Private room,2,274,1,1125,4.71,4.71,4.14,5,4.86,4.57,4.57,f,0.12
N/A,N/A,100.00%,f,t,Private room in rental unit,Private room,2,500,2,180,5,5,4,5,4,5,5,f,0.16
N/A,N/A,90.00%,f,t,Private room in condo,Private room,1,400,4,1125,5,4.97,4.97,5,5,4.82,4.94,f,0.6
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,3,750,7,1125,4.91,4.97,4.82,4.97,4.94,4.94,4.76,t,0.62
within a few hours,100.00%,N/A,f,f,Private room in home,Private room,1,250,1,365,5,5,5,5,5,5,5,t,0.03
within an hour,100.00%,99.00%,t,t,Entire guest suite,Entire home/apt,2,359,4,1125,4.87,4.89,4.77,4.96,4.98,4.87,4.81,f,0.82
N/A,N/A,100.00%,f,f,Private room in rental unit,Private room,1,700,2,4,,,,,,,,t,
within an hour,82.00%,85.00%,f,t,Entire rental unit,Entire home/apt,3,1386,1,1125,4.82,4.87,4.73,4.91,4.87,4.96,4.79,t,5.66
N/A,N/A,N/A,f,f,Entire condo,Entire home/apt,4,1400,1,1125,,,,,,,,t,
within a few hours,100.00%,87.00%,t,t,Entire loft,Entire home/apt,2,600,5,60,4.75,4.84,4.86,4.99,4.93,4.91,4.76,f,1.37
within an hour,100.00%,100.00%,t,t,Private room in home,Private room,2,420,1,30,4.88,4.93,4.78,4.94,4.97,4.83,4.88,f,8.22
within a day,100.00%,N/A,f,f,Private room in rental unit,Private room,1,310,5,31,0,,,,,,,f,0.02
within an hour,100.00%,100.00%,t,t,Private room in home,Private room,2,265,1,15,4.93,4.94,4.94,4.96,4.98,4.88,4.91,f,5.79
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,2,2613,1,1125,,,,,,,,t,
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,4,441,1,1125,4.48,4.63,4.54,4.86,4.86,4.86,4.43,t,4.81
within an hour,96.00%,100.00%,f,t,Private room in home,Private room,2,700,1,1125,4.36,4.64,4.55,4.84,4.77,4.86,4.39,t,0.77
within an hour,100.00%,96.00%,t,t,Entire rental unit,Entire home/apt,6,3607,3,1125,4.84,4.84,4.74,4.71,4.87,5,4.82,f,0.7
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,1211,3,1125,4.96,4.97,4.89,4.95,4.96,4.97,4.92,f,1.96
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,2,2689,1,1125,,,,,,,,t,
within an hour,96.00%,100.00%,f,t,Private room in home,Private room,2,700,1,1125,4.37,4.65,4.53,4.9,4.81,4.91,4.46,t,1.37
within a few hours,100.00%,99.00%,t,t,Entire guesthouse,Entire home/apt,2,468,1,30,4.79,4.91,4.78,4.9,4.89,4.94,4.8,f,3.56
within an hour,100.00%,94.00%,f,t,Entire guest suite,Entire home/apt,3,1599,1,1125,5,5,4.67,5,5,5,5,t,0.05
within an hour,100.00%,67.00%,f,t,Private room in guest suite,Private room,1,400,3,1125,4.94,4.88,4.94,4.94,4.94,4.75,4.94,f,0.29
N/A,N/A,0.00%,f,f,Private room in serviced apartment,Private room,1,1200,3,1125,5,5,4.67,5,5,5,5,f,0.05
within an hour,96.00%,100.00%,f,t,Private room in home,Private room,2,650,1,1125,4.26,4.58,4.32,4.9,4.76,4.92,4.23,t,1.37
within an hour,100.00%,100.00%,t,t,Entire condo,Entire home/apt,4,1458,2,30,4.45,4.64,4.55,4.73,4.91,5,4.64,t,0.2
N/A,N/A,N/A,f,t,Entire rental unit,Entire home/apt,3,14000,90,180,,,,,,,,f,
within an hour,100.00%,99.00%,t,t,Entire rental unit,Entire home/apt,3,3117,4,180,4.9,4.96,4.97,4.94,4.9,4.99,4.82,f,2.34
within an hour,100.00%,100.00%,f,t,Entire loft,Entire home/apt,2,978,1,120,4.84,4.94,4.87,4.9,4.89,4.99,4.8,t,2.29
within an hour,100.00%,99.00%,t,t,Entire loft,Entire home/apt,2,539,1,60,4.88,4.93,4.84,4.94,4.97,4.92,4.86,f,7.02
within an hour,100.00%,100.00%,t,t,Entire loft,Entire home/apt,4,874,2,1125,4.87,4.93,4.87,4.96,4.9,4.89,4.9,f,2.93
within a day,50.00%,67.00%,f,t,Private room in guesthouse,Private room,1,320,3,30,4,4.2,4,5,4.8,4.6,4,f,0.09
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,2179,4,45,4.83,4.91,4.95,5,4.91,5,4.68,f,0.76
N/A,N/A,100.00%,f,t,Entire guesthouse,Entire home/apt,4,700,1,5,5,5,5,5,5,5,4,f,0.2
N/A,N/A,N/A,f,t,Entire rental unit,Entire home/apt,4,900,180,1125,5,5,5,4,5,5,5,t,0.04
within an hour,100.00%,100.00%,t,t,Entire guest suite,Entire home/apt,4,543,1,1125,4.88,4.89,4.91,4.92,4.97,4.97,4.77,f,2.64
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,1552,1,1125,4.88,4.91,4.85,4.96,4.96,4.99,4.87,f,4.7
a few days or more,30.00%,46.00%,f,f,Private room in home,Private room,1,329,3,1125,4.8,4.8,4.8,5,5,4.8,4.6,f,0.09
within an hour,100.00%,77.00%,f,t,Entire guesthouse,Entire home/apt,2,457,3,1124,4.76,4.9,4.88,4.98,4.96,4.8,4.8,f,0.92
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,2,1283,3,1125,4.76,4.91,4.79,4.91,4.83,4.93,4.76,f,1.04
within an hour,100.00%,98.00%,t,t,Entire condo,Entire home/apt,4,1986,1,100,4.9,4.94,4.91,4.94,4.92,4.99,4.86,f,2.86
within an hour,100.00%,94.00%,f,t,Entire rental unit,Entire home/apt,4,751,3,1125,4.57,4.66,4.54,4.73,4.81,4.9,4.57,f,2.37
within an hour,100.00%,74.00%,f,t,Entire rental unit,Entire home/apt,2,700,15,1125,3,4,3.5,4.5,4,4.5,3,f,0.12
N/A,N/A,N/A,f,t,Private room in rental unit,Private room,2,3500,2,5,,,,,,,,f,
within an hour,99.00%,99.00%,t,t,Entire rental unit,Entire home/apt,4,3039,1,1125,4.64,4.89,4.79,4.71,4.89,4.89,4.61,t,1.87
N/A,N/A,100.00%,f,t,Entire condo,Entire home/apt,3,650,2,1125,4.44,4.56,4.63,4.88,4.94,4.94,4.69,f,0.28
N/A,N/A,N/A,f,t,Entire loft,Entire home/apt,3,500,60,330,,,,,,,,f,
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,2,2879,1,1125,,,,,,,,t,
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,2,2778,1,1125,,,,,,,,t,
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,2234,2,1125,4.93,4.97,4.91,4.9,4.95,4.99,4.87,t,2.78
within an hour,100.00%,99.00%,t,t,Entire serviced apartment,Entire home/apt,2,1300,5,365,4.5,4.5,4.5,4.83,4.83,4.83,4.17,f,1.18
within a day,90.00%,90.00%,f,t,Entire home,Entire home/apt,4,950,2,1125,4.91,4.92,4.92,4.93,4.87,4.97,4.84,f,1.65
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,2,350,1,20,4.8,4.92,4.49,4.92,5,4.85,4.8,f,1.49
N/A,N/A,N/A,f,t,Entire rental unit,Entire home/apt,5,1600,60,1125,5,5,5,5,5,5,5,f,0.04
within an hour,100.00%,97.00%,t,t,Private room in condo,Private room,1,334,2,1125,4.91,4.91,4.91,4.88,4.81,4.86,4.79,f,1.17
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,2071,1,30,4.86,4.89,4.87,4.92,4.94,4.97,4.88,f,4.82
N/A,N/A,N/A,f,t,Private room in home,Private room,2,500,1,1125,1,1,1,2,1,4,1,f,0.04
within an hour,99.00%,99.00%,t,t,Entire rental unit,Entire home/apt,4,3263,1,1125,4.89,4.89,4.78,4.89,4.67,4.89,4.78,t,0.32
N/A,N/A,N/A,f,f,Private room in rental unit,Private room,2,300,3,30,,,,,,,,f,
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,6,1300,2,60,4.86,4.86,4.85,4.92,4.94,4.96,4.84,t,3.22
N/A,N/A,100.00%,f,t,Private room in home,Private room,2,45298,1,30,5,5,5,5,5,5,5,f,0.02
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,3,480,3,1125,4.6,4.72,4.43,4.79,4.83,4.81,4.6,f,1.08
within an hour,100.00%,70.00%,f,t,Private room in rental unit,Private room,2,420,3,1125,5,5,5,5,5,5,4.83,f,0.11
within an hour,100.00%,100.00%,t,t,Entire townhouse,Entire home/apt,4,485,1,20,4.81,4.86,4.93,4.74,4.95,4.54,4.81,f,2.6
within an hour,100.00%,98.00%,t,t,Entire condo,Entire home/apt,4,760,2,1125,4.8,4.84,4.95,4.87,4.87,4.9,4.79,f,2.77
within an hour,100.00%,98.00%,t,t,Private room in guest suite,Private room,2,251,2,120,4.9,4.98,4.96,4.98,4.9,4.92,4.96,f,0.95
N/A,N/A,N/A,f,t,Private room in condo,Private room,1,726,5,1125,4.91,4.98,4.96,4.98,4.99,4.95,4.98,f,1.41
N/A,N/A,N/A,f,t,Entire rental unit,Entire home/apt,3,600,4,1125,4.96,4.96,4.81,4.96,5,4.92,4.85,f,0.47
N/A,N/A,0.00%,f,f,Private room in rental unit,Private room,2,700,1,365,,,,,,,,f,
within an hour,100.00%,100.00%,t,t,Private room in condo,Private room,2,450,1,15,4.95,4.92,4.94,4.98,4.98,4.98,4.9,f,1.11
within an hour,100.00%,100.00%,t,t,Private room in home,Private room,2,800,1,1125,4.89,4.97,4.92,4.97,5,4.97,4.86,f,0.67
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,4,603,2,180,4.84,4.97,4.84,4.97,4.95,4.81,4.84,f,0.66
within an hour,100.00%,100.00%,t,t,Entire loft,Entire home/apt,4,2181,2,1125,4.9,4.93,4.86,4.98,4.98,4.99,4.84,f,2.95
within an hour,100.00%,74.00%,f,t,Entire rental unit,Entire home/apt,2,400,15,1125,4,3.83,3.83,4.33,4.17,4.33,4.33,f,0.28
within an hour,100.00%,100.00%,t,t,Private room in rental unit,Private room,1,646,2,7,4.92,4.95,4.92,5,4.95,4.92,4.89,f,0.68
within an hour,100.00%,100.00%,f,t,Entire condo,Entire home/apt,3,1757,1,30,4.47,4.71,4.43,4.78,4.85,4.56,4.53,t,1.23
within an hour,100.00%,100.00%,t,t,Entire home,Entire home/apt,9,1530,2,15,4.73,4.87,4.74,4.97,4.95,4.96,4.74,f,1.65
N/A,N/A,100.00%,t,f,Private room in home,Private room,2,260,1,30,4.97,4.97,4.87,5,5,4.97,4.9,f,0.71
N/A,N/A,100.00%,f,t,Entire rental unit,Entire home/apt,2,850,6,1125,4.94,5,4.97,5,4.97,4.94,4.94,f,0.65
N/A,N/A,N/A,f,t,Private room in condo,Private room,2,300,1,1125,5,5,5,5,5,4.5,5,f,0.04
within an hour,100.00%,67.00%,f,f,Private room in rental unit,Private room,2,290,1,30,5,4,4,5,5,5,5,f,0.2
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,1,822,2,20,4.97,4.97,4.92,5,5,5,4.97,f,1.38
within an hour,99.00%,99.00%,f,t,Entire loft,Entire home/apt,2,496,2,1125,4.42,4.79,4.72,4.61,4.79,4.7,4.49,f,1.82
within an hour,100.00%,98.00%,t,t,Entire rental unit,Entire home/apt,4,745,3,30,4.88,4.9,4.83,4.95,4.9,4.65,4.9,f,3.03
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,6,1002,2,15,4.79,4.85,4.81,4.98,4.95,4.96,4.81,f,1.44
within an hour,79.00%,89.00%,f,t,Private room in guest suite,Private room,1,260,3,30,4.75,4.85,4.67,4.81,4.61,4.86,4.76,t,1.79
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,3,1481,5,15,4.92,4.93,4.95,5,5,5,4.86,f,1.85
N/A,N/A,0.00%,f,f,Private room in serviced apartment,Private room,1,2929,3,1125,5,4.5,5,5,5,5,5,f,0.04
N/A,N/A,N/A,f,t,Private room in rental unit,Private room,1,200,30,30,,,,,,,,f,
within an hour,100.00%,100.00%,t,t,Private room in guest suite,Private room,3,450,2,60,4.97,4.97,4.97,4.94,4.97,4.97,4.97,f,0.55
within an hour,100.00%,96.00%,t,t,Entire condo,Entire home/apt,4,1517,3,15,5,4.98,4.91,4.98,5,4.91,4.98,f,0.94
within a day,100.00%,83.00%,t,t,Entire rental unit,Entire home/apt,5,771,15,1125,4.85,4.91,4.67,4.91,5,4.82,4.91,t,1.23
within an hour,100.00%,82.00%,t,t,Private room in rental unit,Private room,1,567,3,20,4.96,4.94,4.98,4.96,4.98,4.94,4.96,f,0.85
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,719,5,100,4.85,5,5,4.85,4.77,4.54,4.77,t,0.24
within an hour,100.00%,95.00%,f,t,Entire rental unit,Entire home/apt,4,1270,1,1125,4.78,4.93,4.8,4.78,4.78,4.95,4.92,f,1.06
within an hour,100.00%,100.00%,f,t,Entire loft,Entire home/apt,2,480,2,1125,4.33,4.22,4.44,4.56,4.44,4.22,4.22,f,0.16
within an hour,100.00%,100.00%,t,t,Private room in rental unit,Private room,2,466,2,180,4.91,4.91,4.86,4.91,4.91,4.89,4.89,t,0.8
within a few hours,100.00%,11.00%,f,t,Entire rental unit,Entire home/apt,3,420,3,1125,5,5,4.67,5,5,5,4.67,f,0.06
N/A,N/A,N/A,f,f,Shared room in home,Shared room,1,600,1,6,,,,,,,,f,
within a few hours,100.00%,100.00%,f,t,Entire home,Entire home/apt,4,1452,4,180,4.7,4.89,4.42,4.92,4.96,4.94,4.72,t,0.99
N/A,N/A,75.00%,f,t,Entire condo,Entire home/apt,2,995,6,1125,5,5,5,5,5,5,5,f,0.22
within an hour,100.00%,98.00%,t,t,Private room in home,Private room,2,280,2,1125,4.85,4.88,4.92,4.95,4.93,4.71,4.91,f,1.37
within an hour,79.00%,89.00%,f,t,Private room in guest suite,Private room,1,290,3,30,4.83,4.93,4.8,4.9,4.79,4.94,4.79,f,2.21
within an hour,100.00%,97.00%,f,t,Entire rental unit,Entire home/apt,5,2643,1,1125,4.7,4.84,4.8,4.87,4.67,4.93,4.78,f,2.28
within an hour,100.00%,99.00%,t,t,Entire rental unit,Entire home/apt,5,749,1,1125,4.89,4.86,4.91,4.89,4.91,4.94,4.87,f,2.85
within an hour,100.00%,100.00%,t,t,Private room in home,Private room,2,300,1,1000,4.87,4.87,4.92,4.95,4.93,4.87,4.83,f,1.09
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,869,1,1125,4.89,4.91,4.9,4.95,4.98,4.83,4.85,f,2.38
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,4,1634,2,1125,4.82,4.94,4.88,4.94,4.85,4.91,4.85,f,0.63
within a day,100.00%,0.00%,f,t,Private room in home,Private room,2,233,1,1125,5,5,5,5,5,4,5,f,0.02
within an hour,100.00%,100.00%,f,t,Private room in home,Private room,1,219,1,1125,4.5,4.5,5,5,5,4.5,5,t,0.04
within an hour,100.00%,100.00%,f,t,Entire condo,Entire home/apt,6,1716,2,1125,4.78,4.82,4.87,4.92,4.94,4.92,4.75,t,2.99
within a day,67.00%,0.00%,f,t,Entire rental unit,Entire home/apt,6,1200,2,1125,4.83,4.97,4.78,5,5,5,4.78,f,0.65
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,851,3,1125,4.9,4.92,4.78,4.91,4.94,4.94,4.86,t,1.84
within an hour,100.00%,100.00%,t,t,Entire home,Entire home/apt,14,6817,4,1125,4.98,4.98,4.91,4.99,4.98,4.95,4.82,t,2.19
within a day,80.00%,93.00%,t,t,Private room in home,Private room,1,250,3,365,4.75,5,4.75,5,5,5,4.75,f,0.07
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,2,824,1,1125,4.74,4.82,4.86,4.88,4.91,4.85,4.69,f,3.66
within an hour,100.00%,94.00%,f,t,Private room in home,Private room,1,295,2,120,5,5,4.67,5,5,5,5,f,0.19
within an hour,100.00%,100.00%,t,t,Entire loft,Entire home/apt,3,2000,4,90,4.95,4.97,4.86,5,5,5,4.89,t,1.57
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,2,1599,2,30,4.95,4.97,4.95,4.95,4.97,5,4.87,f,0.75
within an hour,100.00%,98.00%,t,t,Room in serviced apartment,Hotel room,2,783,1,1125,4.93,4.91,4.84,4.93,4.91,4.95,4.77,f,0.79
within an hour,75.00%,89.00%,f,t,Private room in rental unit,Private room,2,399,2,1125,4.92,5,4.75,5,4.92,4.92,5,f,0.63
within an hour,100.00%,100.00%,t,t,Private room in rental unit,Private room,1,564,5,1125,4.25,4.63,4.5,5,4.88,4.5,4.25,f,0.15
within an hour,100.00%,98.00%,t,t,Entire rental unit,Entire home/apt,4,807,1,1125,4.83,4.92,4.78,4.97,4.99,4.88,4.84,t,3.36
within an hour,100.00%,77.00%,t,t,Private room in rental unit,Private room,1,370,2,25,4.79,4.9,4.87,4.83,4.78,4.97,4.89,f,1.13
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,6,2391,2,1125,4.9,4.95,4.93,4.95,4.97,4.97,4.88,t,1.46
within an hour,100.00%,99.00%,t,t,Private room in home,Private room,2,231,1,1125,4.81,4.87,4.85,4.88,4.87,4.69,4.86,f,3.5
